站点,样品类型,样品ID,时间,水温(℃),pH 值(无量纲),溶解氧(mg/L),电导率(uS/cm),浊度(NTU),氨氮(mg/L),总磷(mg/L),总氮(mg/L),化学需氧量(mg/L),硝酸盐氮(mg/L),透明度(cm)
18,水样,NYMY23111354,2023/11/18 08:00,,,,,,,0.306,6.14,22.6,5.16,
18,水样,NYMY23101337,2023/11/17 08:00,,,,,,0.015,0.028,2.34,3.0 (L),2.44,
18,水样,NYMY23101338,2023/11/16 08:00,,,,,,0.018,0.023,0.05 (L),3.0 (L),0,
18,水样,NYMY23101339,2023/11/15 08:00,,,,,,0.023,0.024,0.12,3.0 (L),0.09,
18,水样,NYMY23101384,2023/11/14 08:00,,,,,,0.010 (L),0.024,0.05 (L),3.0 (L),0.01,
18,水样,NYMY23101340,2023/11/13 15:16,,,,,,0.039,0.063,0.41,5.2,0.33,
18,水样,NYMY23091948,2023/11/6 08:00,,,,,,0.058,0.099,0.08,12.4,0.3,
18,水样,NYMY23103189,2023/11/3 08:00,,,,,,0.018,0.134,5.15,5.1,4.93,
18,水样,NYMY2310319,2023/11/2 08:00,,,,,,0.010 (L),0.049,-0.22 (L),3.0 (L),0.06,
18,水样,NYMY230919126,2023/11/1 08:00,,,,,,0.010 (L),0.069,1.3,7.7,1.49,
18,水样,NYMY231013155,2023/10/31 08:00,,,,,,0.012,0.155,0.61,3.0 (L),0.83,
18,水样,NYMY231013154,2023/10/30 15:26,,,,,,0.012,0.161,1.05,4.1,1.23,
18,水样,NYMY23103190,2023/10/30 15:16,,,,,,0.010 (L),0.065,1.13,3.0 (L),1.01,
18,水样,NYMY23103191,2023/10/30 08:00,,,,,,0.026,0.08,0.88,3.0 (L),0.87,
18,水样,nymy230919125,2023/10/23 11:50,,,,,,0.04,0.05,2.02,13.4,,
18,水样,nymy230919127,2023/10/23 08:00,,,,,,0.028,0.049,1.87,13.6,,
18,水样,nymy230919128,2023/10/13 10:24,,,,,,0.010 (L),0.198,3.69,21.4,3.69,
18,水样,nymy23091949,2023/10/10 15:57,,,,,,0.016,0.07,1.75,13.3,,
18,水样,NYMY23091950,2023/10/7 08:00,,,,,,0.010 (L),0.082,0.00 (lw),5.4,1.15,
18,水样,NYMY23091951,2023/10/6 08:00,,,,,,,0.085,1.51,5,1.5,
18,水样,NYMY23091952,2023/10/5 08:00,,,,,,0.010 (L),0.06,0.06,5.3,0.15,
18,水样,NYMY23091953,2023/10/4 08:00,,,,,,,0.088,0.01 (L),4,0.13,
18,水样,NYMY23082367,2023/10/3 08:00,,,,,,0.010 (L),0.025,0.05 (L),6.7,0.05,
18,水样,NYMY23082368,2023/10/2 08:00,,,,,,0.010 (L),0.037,0.05 (L),6.7,0.14,
18,水样,BYD230822165,2023/9/30 08:00,,,,,,0.010 (L),0.029,0.05 (L),8.9,0.12,
18,水样,NYMY23092084,2023/9/29 08:00,,,,,,0.010 (L),0.036,0.53,7,1.31,
18,水样,NYMY23092085,2023/9/28 08:00,,,,,,0.010 (L),0.045,0.12,10.8,0.99,
18,水样,NYMY23092086,2023/9/27 08:00,,,,,,0.010 (L),0.034,0.05 (L),6.4,0.3,
18,水样,BYD230822166,2023/9/25 17:06,,,,,,0.010 (L),0.084,0.05 (L),12.4,0.32,
18,水样,nymy23082462,2023/9/22 08:00,,,,,,0.036,0.082,0.91,11.5,1.43,
18,水样,byd230822167,2023/9/21 08:00,,,,,,0.010 (L),0.071,4.16,12.3,4.86,
18,水样,byd230822168,2023/9/20 18:53,,,,,,0.010 (L),0.091,4.23,12.6,4.98,
18,水样,NYMY23082461,2023/9/8 08:00,,,,,,0.010 (L),0.021,0.6,5.6,0.81,
18,水样,NYMY23082469,2023/9/3 08:00,,,,,,0.010 (L),0.054,0.37,5.4,1.14,
18,水样,NYMY23082383,2023/8/28 17:32,,,,,,0.010 (L),0.041,0.53,7.8,0.85,
18,水样,NYMY23082384,2023/8/28 12:58,,,,,,0.010 (L),0.057,1.65,14.4,1.99,
18,水样,NYMY23082387,2023/8/28 11:00,,,,,,0.010 (L),0.248,4.19,33.7,,
18,水样,NYMY23082386,2023/8/26 17:12,,,,,,0.010 (L),0.246,3.98,32.2,,
18,水样,NYMY23082385,2023/8/24 19:02,,,,,,0.010 (L),0.262,4.06,32.1,,
19,水样,NYMY24052045,2024/5/27 17:33,,,,,,,0.145,4.48,55.6,,
19,水样,NYMY23112841,2023/12/13 08:00,,,,,,0.010 (L),0.096,,,,
19,水样,NYMY23112836,2023/12/12 08:00,,,,,,0.010 (L),0.089,,,,
19,水样,NYMY23112837,2023/12/11 08:00,,,,,,0.010 (L),0.098,,,,
19,水样,NYMY23112839,2023/12/10 08:00,,,,,,0.010 (L),0.109,,,,
19,水样,NYMY23112838,2023/12/9 08:00,,,,,,0.010 (L),0.139,,,,
19,水样,NYMY23112840,2023/12/8 08:00,,,,,,0.010 (L),0.217,,,,
19,水样,NYMY231128190,2023/12/6 08:00,,,,,,0.010 (L),0.123,4.81,22.8,4.54,
19,水样,NYMY231128186,2023/12/5 08:00,,,,,,0.010 (L),0.097,2.3,10,2.37,
19,水样,NYMY231128187,2023/12/4 08:00,,,,,,0.010 (L),0.132,5.37,20.1,4.69,
19,水样,NYMY231128188,2023/12/3 08:00,,,,,,0.010 (L),0.15,3.64,27.7,3.29,
19,水样,NYMY231128189,2023/12/2 08:00,,,,,,0.010 (L),0.128,2.79,24.4,2.53,
19,水样,NYMY23112819,2023/12/1 08:00,,,,,,0.042,0.104,4.51,9.5,4.45,
19,水样,NYMY23101382,2023/11/21 08:00,,,,,,,0.173,6.51,31.7,5.34,
19,水样,NYMY23111348,2023/11/20 08:00,,,,,,,0.251,6.79,64.2,5.35,
19,水样,NYMY23111349,2023/11/19 08:00,,,,,,,0.24,6.62,53.9,5.29,
19,水样,NYMY23111350,2023/11/18 08:00,,,,,,,0.502,8.31,59.8,6.38,
19,水样,NYMY23111347,2023/11/17 16:40,,,,,,,0.224,5.99,31.2,4.87,
19,水样,NYMY23101383,2023/11/17 16:20,,,,,,,0.141,5.49,9.3,4.96,
19,水样,NYMY23101381,2023/11/17 08:00,,,,,,0.082,0.233,4.29,16.4,3.51,
19,水样,NYMY23101377,2023/11/16 08:00,,,,,,0.019,0.214,2.32,24.6,1.95,
19,水样,NYMY23101378,2023/11/15 08:00,,,,,,0.010 (L),0.099,5.1,3.3,4.71,
19,水样,NYMY23101379,2023/11/14 08:00,,,,,,0.024,0.142,4.41,8.4,3.77,
19,水样,NYMY23101333,2023/11/13 08:00,,,,,,0.010 (L),0.138,5.02,3.0 (L),4.53,
19,水样,NYMY23101327,2023/11/12 08:00,,,,,,0.010 (L),0.143,5.01,3.0 (L),4.5,
19,水样,NYMY23101328,2023/11/11 08:00,,,,,,0.02,0.187,5.6,17.8,4.58,
19,水样,NYMY23101329,2023/11/10 08:00,,,,,,0.022,0.156,2.19,9.8,2.18,
19,水样,NYMY23101330,2023/11/9 08:00,,,,,,0.012,0.103,4.61,3.0 (L),4.23,
19,水样,NYMY23101334,2023/11/8 08:00,,,,,,0.010 (L),0.091,4.99,3,4.6,
19,水样,NYMY231013156,2023/11/6 08:00,,,,,,0.010 (L),0.172,4.31,40.1,3.64,
19,水样,NYMY231013160,2023/11/5 08:00,,,,,,0.010 (L),0.251,5.47,65,4.16,
19,水样,NYMY23101316,2023/11/4 08:00,,,,,,0.010 (L),0.19,4.35,32,3.67,
19,水样,NYMY231013159,2023/11/3 08:00,,,,,,0.010 (L),0.115,4.39,9.7,4.31,
19,水样,NYMY231013158,2023/11/2 08:00,,,,,,0.010 (L),0.132,5.4,15.5,5.16,
19,水样,NYMY231013157,2023/11/1 08:00,,,,,,0.010 (L),0.121,5.33,11.2,4.95,
19,水样,NYMY23103192,2023/10/30 08:00,,,,,,0.010 (L),0.117,4.74,3.0 (L),4.53,
19,水样,NYMY23103196,2023/10/29 08:00,,,,,,0.024,0.117,2.62,3.0 (L),2.45,
19,水样,NYMY23103197,2023/10/28 08:00,,,,,,0.02,0.103,5.7,7.3,5.76,
19,水样,NYMY23103195,2023/10/27 08:00,,,,,,0.023,0.099,5.64,3.0 (L),5.28,
19,水样,NYMY23103194,2023/10/26 08:00,,,,,,0.023,0.103,5.84,3.0 (L),5.66,
19,水样,NYMY23103193,2023/10/25 08:00,,,,,,0.010 (L),0.096,5.82,3.0 (L),5.64,
19,水样,nymy2310349,2023/10/23 08:00,,,,,,0.010 (L),0.134,4.37,18.2,3.93,
19,水样,nymy2310351,2023/10/21 08:00,,,,,,0.010 (L),0.165,6.36,19.4,5.78 (T),
19,水样,"nymy2310350,nymy2310352",2023/10/20 08:00,,,,,,0.010 (L),0.138,6.37,16.5,4.19,
19,水样,nymy2310353,2023/10/19 08:00,,,,,,0.010 (L),0.152,6.33,13,5.88 (T),
19,水样,nymy2310354,2023/10/18 08:00,,,,,,0.010 (L),0.13,6,14.5,5.60 (T),
19,水样,NYMY230919134,2023/10/17 08:00,,,,,,0.010 (L),0.121,6.39,10.1,5.58 (T),
19,水样,NYMY230919129,2023/10/16 08:00,,,,,,0.010 (L),0.194,5.81,6.2,5.03 (T),
19,水样,NYMY23091913,2023/10/15 08:00,,,,,,0.010 (L),0.117,6.45,7.1,5.85 (T),
19,水样,NYMY230919130,2023/10/14 08:00,,,,,,0.010 (L),0.143,6.18,9.5,5.44 (T),
19,水样,NYMY230919131,2023/10/13 08:00,,,,,,0.010 (L),0.196,8.79,15.7,7.84 (T),
19,水样,NYMY230919132,2023/10/12 08:00,,,,,,0.010 (L),0.409,12.17,22.4,10.26 (T),
19,水样,NYMY23091941,2023/10/10 08:00,,,,,,0.169,,,,,
19,水样,NYMY23091942,2023/10/8 08:00,,,,,,0.010 (L),0.286,10.36,25.4,8.92 (T),
19,水样,NYMY23091943,2023/10/7 08:00,,,,,,0.010 (L),0.683,17.08,40.3,13.06 (T),
19,水样,NYMY23091944,2023/10/6 08:00,,,,,,0.010 (L),0.143,5,5,5.18 (T),
19,水样,NYMY23091945,2023/10/5 08:00,,,,,,0.010 (L),0.118,5.28,8.1,5.64 (T),
19,水样,NYMY23091946,2023/10/4 08:00,,,,,,0.010 (L),0.15,5.29,13.2,5.27 (T),
19,水样,NYMY23092091,2023/10/3 08:00,,,,,,0.010 (L),0.121,3.51,6,4.52,
19,水样,nymy23092092,2023/10/2 08:00,,,,,,,0.259,5.21,11.7,4.68,
19,水样,NYMY23092087,2023/10/1 08:00,,,,,,0.010 (L),0.115,4.08,9.2,5.08 (T),
19,水样,NYMY23092088,2023/9/30 08:00,,,,,,0.010 (L),0.154,5.63,10.5,6.23 (T),
19,水样,NYMY23092089,2023/9/29 08:00,,,,,,0.010 (L),0.12,5.06,10.6,5.48 (T),
19,水样,NYMY23092090,2023/9/28 08:00,,,,,,0.010 (L),0.15,4.25,9.5,4.59,
19,水样,nymy23091954,2023/9/25 08:00,,,,,,0.010 (L),0.103,5.83,11.2,6.55 (T),
19,水样,nymy23091955,2023/9/24 08:00,,,,,,0.010 (L),0.236,8.11,21.5,8.68 (T),
19,水样,nymy23091956,2023/9/23 08:00,,,,,,0.010 (L),0.124,3.51,13.8,4.41,
19,水样,nymy23091957,2023/9/22 08:00,,,,,,0.010 (L),0.101,4.4,11.9,5.23 (T),
19,水样,NYMY23091958,2023/9/21 08:00,,,,,,0.010 (L),0.166,4.63,13.5,5.17 (T),
19,水样,nymy23091959,2023/9/20 18:30,,,,,,0.010 (L),0.105,4.59,10.8,5.33 (T),
19,水样,NYMY2023051520,2023/9/20 08:00,,,,,,0.010 (L),0.198,4.61,7.2,,
19,水样,BYD230822169,2023/9/19 08:00,,,,,,0.010 (L),0.178,4.78,8.6,5.13 (T),
19,水样,BYD230822170,2023/9/18 08:00,,,,,,0.010 (L),0.17,4.4,7.4,5.15 (T),
19,水样,NYMY2023051517,2023/9/17 08:00,,,,,,0.010 (L),0.29,2.9,10.8,3.44,
19,水样,NYMY2023051518,2023/9/16 08:00,,,,,,0.010 (L),0.139,5.33,21.1,5.31 (T),
19,水样,NYMY2023051519,2023/9/15 08:00,,,,,,0.010 (L),0.121,5.64,21,5.81 (T),
19,水样,NYMY23082803,2023/9/8 08:00,,,,,,0.010 (L),0.091,4.95,4.3,5.09 (T),
19,水样,NYMY23082804,2023/9/7 08:00,,,,,,0.010 (L),0.164,,,4.98,
19,水样,NYMY23082805,2023/9/6 08:00,,,,,,0.010 (L),0.179,4.6,8.1,5,
19,水样,NYMY23082806,2023/9/5 08:00,,,,,,0.010 (L),0.09,5.16,8.3,5.19 (T),
19,水样,NYMY23082808,2023/9/4 08:00,,,,,,0.010 (L),0.083,4.92,7.3,5.10 (T),
19,水样,NYMY23082807,2023/9/3 08:00,,,,,,,0.094,4.53,8.4,5.03 (T),
19,水样,NYMY23082458,2023/9/2 17:45,,,,,,0.010 (L),,10.69,23.1,10.03 (T),
19,水样,NYMY23082459,2023/9/2 15:45,,,,,,0.010 (L),0.336,11.6,23.8,10.36 (T),
19,水样,NYMY23082457,2023/9/2 13:45,,,,,,,,12.77,30.4,11.52 (T),
19,水样,NYMY23082420,2023/9/2 11:45,,,,,,,,13.43,34.1,11.79 (T),
19,水样,NYMY23082416,2023/9/2 07:45,,,,,,,0.991,13.73,42.7,11.44 (T),
19,水样,NYMY23082388,2023/9/2 05:45,,,,,,0.094,0.932,14.4,42.6,12.11 (T),
19,水样,NYMY23082389,2023/9/2 03:45,,,,,,0.099,1.23,13.17,47.5,10.54 (T),
19,水样,NYMY23082470,2023/9/1 23:45,,,,,,,,9,41.9,7.31 (T),
19,水样,NYMY23082471,2023/9/1 21:45,,,,,,,,12.51,37.8,11.03 (T),
19,水样,NYMY23082460,2023/9/1 19:45,,,,,,0.063,0.886,11.7,40.8,9.82 (T),
19,水样,NYMY23082391,2023/8/28 08:00,,,,,,0.021,0.161,6.46,13.6,,
19,水样,NYMY23082395,2023/8/27 08:00,,,,,,0.010 (L),0.103,7.13,12.9,,
19,水样,NYMY23082396,2023/8/26 08:00,,,,,,0.014,0.209,9.27 (T),16.5,,
19,水样,NYMY23082392,2023/8/25 12:00,,,,,,0.194,0.28,13.61 (T),23.8,,
19,水样,NYMY23082393,2023/8/25 11:04,,,,,,0.218,0.31,14.51 (T),26.4,,
19,水样,NYMY23082394,2023/8/24 20:05,,,,,,0.286,0.378,15.30 (T),29.2,,
19,水样,NYMY23082397,2023/8/24 12:00,,,,,,0.871,0.514,17.97 (T),38.2,,
19,水样,NYMY23082398,2023/8/24 10:32,,,,,,1.053,0.557,18.62 (T),40.1,,
19,水样,NYMY23082399,2023/8/23 14:13,,,,,,0.045,0.194,12.21 (T),20.5,,
20,水样,nymy23111974,2024/5/21 12:33,,,,,,0.557,0.739,49.56,29.6,25.07 (T),
20,水样,NYMY23101331,2023/11/21 16:04,,,,,,,0.158,9.98 (T),9,8.93,
20,水样,NYMY23101332,2023/11/14 08:00,,,,,,,0.138,9.88 (T),6.9,8.76,
20,水样,NYMY231013161,2023/11/6 16:19,,,,,,0.026,0.14,8.53,6.6,7.8,
20,水样,NYMY231013162,2023/11/6 08:00,,,,,,0.010 (L),0.14,8.59,6.8,7.58,
20,水样,NYMY2310321,2023/10/30 13:51,,,,,,0.026,,7.1,3.0 (L),6.88,
20,水样,NYMY2310322,2023/10/30 08:00,,,,,,0.044,0.128,6.9,3.0 (L),6.75,
20,水样,nymy2310359,2023/10/23 08:00,,,,,,0.010 (L),0.187,7.46,13.5,7.02 (T),
20,水样,nymy2310370,2023/10/18 16:01,,,,,,0.010 (L),0.214,8.91,14.2,8.62 (T),
20,水样,NYMY23092094,2023/10/17 18:11,,,,,,0.010 (L),0.252,9.81,18.1,8.61 (T),
20,水样,NYMY23092095,2023/10/16 08:00,,,,,,0.010 (L),0.18,10.24,10.4,9.19 (T),
20,水样,NYMY23090665,2023/10/15 08:00,,,,,,0.010 (L),0.195,10.88,11.8,9.73 (T),
20,水样,NYMY23090664,2023/10/14 08:00,,,,,,0.010 (L),0.292,12.4,14.7,10.87 (T),
20,水样,NYMY23090667,2023/10/13 08:00,,,,,,0.010 (L),0.403,15.33,22.4,12.89 (T),
20,水样,NYMY23092093,2023/10/12 08:00,,,,,,0.010 (L),0.571,18.19,30.9,14.63 (T),
20,水样,nymy23090662,2023/9/22 08:00,,,,,,0.010 (L),0.1,1.69,10.4,2.45,
20,水样,nymy23090661,2023/9/21 08:00,,,,,,0.010 (L),0.074,6.63,9.7,7.12 (T),
20,水样,nymy23090660,2023/9/20 18:12,,,,,,0.010 (L),0.144,5.81,8.9,6.59 (T),
20,水样,NYMY23082809,2023/9/8 08:00,,,,,,0.010 (L),0.105,7.5,5.8,7.34 (T),
20,水样,NYMY23082810,2023/9/7 08:00,,,,,,0.010 (L),0.133,7.6,7.9,7.26 (T),
20,水样,NYMY230828100,2023/9/6 08:00,,,,,,0.010 (L),0.124,8.06,5.4,7.40 (T),
20,水样,NYMY23082811,2023/9/5 08:00,,,,,,0.010 (L),0.107,7.52,5.8,7.27 (T),
20,水样,NYMY23082812,2023/9/4 08:00,,,,,,0.010 (L),0.116,6.63,5.3,7.44 (T),
20,水样,NYMY23082813,2023/9/3 08:00,,,,,,0.010 (L),0.096,7.55,3.6,7.26 (T),
20,水样,NYMY23082421,2023/9/2 15:30,,,,,,0.010 (L),0.272,17.12,20.7,14.75 (T),
20,水样,NYMY23082422,2023/9/2 11:30,,,,,,0.010 (L),,18.01,27.2,15.31 (T),
20,水样,NYMY23082423,2023/9/2 09:30,,,,,,0.118,,13.89,27.6,12.19 (T),
20,水样,NYMY23082425,2023/9/2 07:30,,,,,,0.010 (L),,12.8,25.7,11.19 (T),
20,水样,NYMY23082362,2023/9/2 01:30,,,,,,0.382,0.762,14.82,31,12.16 (T),
20,水样,NYMY23082363,2023/9/1 23:30,,,,,,0.415,0.679,12.34,26.9,9.91 (T),
20,水样,NYMY23082364,2023/9/1 21:30,,,,,,,,16.48,22.7,9.55 (T),
20,水样,NYMY23082321,2023/9/1 19:30,,,,,,0.147,,12.25,29.9,10.60 (T),
20,水样,NYMY23082323,2023/8/28 08:00,,,,,,0.010 (L),0.159,9.19 (T),13.7,,
20,水样,NYMY23082370,2023/8/27 08:00,,,,,,0.010 (L),0.116,11.03 (T),10.5,,
20,水样,NYMY23082369,2023/8/26 17:05,,,,,,0.041,0.205,12.53 (T),12.5,,
20,水样,NYMY23082360,2023/8/24 12:00,,,,,,0.473,0.392,17.39 (T),29.8,,
20,水样,NYMY23082371,2023/8/23 17:57,,,,,,0.022,0.211,14.13 (T),16,,
21,水样,nymy231128185,2024/5/21 08:32,,,,,,,0.585,,15.6,24.57 (T),
21,水样,NYMY24052033,2024/5/20 15:59,,,,,,,0.397,,117.5,,
21,水样,NYMY231013165,2023/11/29 08:00,,,,,,,0.048,2.4,,2.33,
21,水样,NYMY23111971,2023/11/23 08:00,,,,,,,0.019,0.11,,0.45,
21,水样,NYMY23111972,2023/11/22 08:00,,,,,,,0.032,0.25,,0.49,
21,水样,NYMY231013120,2023/11/21 08:00,,,,,,,0.034,0.34,3.7,0.31,
21,水样,NYMY23101326,2023/11/18 08:00,,,,,,0.317,0.719,8.86,23.8,6.89,
21,水样,NYMY231013164,2023/11/6 16:08,,,,,,0.015,0.155,0.44,3.2,0.49,
21,水样,NYMY231013163,2023/11/6 08:00,,,,,,0.032,0.088,2.93,3.8,3.17,
21,水样,NYMY23103199,2023/10/30 08:00,,,,,,0.010 (L),0.048,3.2,3.0 (L),3.01,
21,水样,NYMY2310320,2023/10/29 08:00,,,,,,0.052,0.219,1.42,8.1,1.45,
21,水样,NYMY23103200,2023/10/24 08:00,,,,,,0.013,,3.34,3.0 (L),3.49,
21,水样,nymy2310361,2023/10/23 08:00,,,,,,0.02,0.045,2.39,8.4,2.25,
21,水样,nymy2310360,2023/10/21 08:00,,,,,,0.010 (L),0.064,1.35,9.9,1.39,
21,水样,nymy2310363,2023/10/19 08:00,,,,,,0.010 (L),0.091,3.89,10.3,,
21,水样,nymy2310364,2023/10/18 08:00,,,,,,0.010 (L),0.089,3.81,11,3.94,
21,水样,NYMY2023051508,2023/10/17 14:28,,,,,,0.010 (L),0.07,3.84,7.2,3.6,
21,水样,NYMY230919135,2023/10/14 08:00,,,,,,0.010 (L),0.101,3.65,9.8,3.35,
21,水样,NYMY230919136,2023/10/13 08:00,,,,,,0.010 (L),0.183,6.92,13.7,6.04 (T),
21,水样,NYMY230919137,2023/10/12 08:00,,,,,,0.010 (L),0.379,10.86,25.1,9.32 (T),
21,水样,NYMY230919138,2023/10/11 08:00,,,,,,0.010 (L),0.358,11.34,22.8,9.06 (T),
21,水样,NYMY23092096,2023/10/10 08:00,,,,,,0.401,,,,,
21,水样,NYMY23091960,2023/10/9 08:00,,,,,,0.010 (L),0.319,,17.6,6.58 (T),
21,水样,NYMY23092097,2023/10/8 08:00,,,,,,0.010 (L),0.194,5.65,14.8,5.20 (T),
21,水样,NYMY23092098,2023/10/2 08:00,,,,,,0.010 (L),0.539,4.36,14.4,3.9,
21,水样,nymy23091961,2023/9/22 08:00,,,,,,0.010 (L),0.044,1.39,9.2,1.98,
21,水样,nymy23091962,2023/9/21 08:00,,,,,,0.010 (L),0.032,0.55,11.3,0.96,
21,水样,nymy2023051509,2023/9/20 17:57,,,,,,0.010 (L),0.064,3.47,10.6,4.39,
21,水样,NYMY2023051510,2023/9/17 08:00,,,,,,0.010 (L),0.105,0.05 (L),6.5,0.28,
21,水样,NYMY2023051512,2023/9/13 23:05,,,,,,0.010 (L),0.12,3.55,4.5,4.2,
21,水样,NYMY2023051511,2023/9/13 19:05,,,,,,0.010 (L),0.128,3.57,8.6,0.00 (lp),
21,水样,NYMY23082815,2023/9/8 08:00,,,,,,0.010 (L),0.13,4.42,6.3,4.97,
21,水样,NYMY23082816,2023/9/7 08:00,,,,,,0.010 (L),0.05,5.26,9.4,5.08 (T),
21,水样,NYMY23082818,2023/9/4 08:00,,,,,,0.010 (L),0.061,5.25,5.8,5.13 (T),
21,水样,NYMY23082801,2023/9/3 08:00,,,,,,0.010 (L),0.138,4.44,8.1,4.93,
21,水样,NYMY23082427,2023/9/2 17:30,,,,,,0.010 (L),0.245,11.9,16,10.94 (T),
21,水样,NYMY23082430,2023/9/2 11:30,,,,,,0.010 (L),,17.34,30.6,14.49 (T),
21,水样,NYMY23082431,2023/9/2 09:30,,,,,,0.010 (L),,20.25,37.3,16.76 (T),
21,水样,NYMY23082432,2023/9/2 07:30,,,,,,,,20.26,37,16.49 (T),
21,水样,NYMY23082325,2023/9/2 03:30,,,,,,0.171,0.858,19.53,40.9,15.68 (T),
21,水样,NYMY23082326,2023/9/2 01:30,,,,,,0.296,,18.25,38.4,14.73 (T),
21,水样,NYMY23082327,2023/9/1 23:30,,,,,,,,15.21,37.9,13.20 (T),
21,水样,NYMY23082414,2023/9/1 21:30,,,,,,,,17.11,38.1,14.46 (T),
21,水样,NYMY23082426,2023/9/1 19:30,,,,,,,,16.53,40.5,13.92 (T),
21,水样,NYMY23082328,2023/8/28 08:00,,,,,,0.012,0.094,2.33,11.5,,
21,水样,NYMY23082329,2023/8/26 08:00,,,,,,0.02,0.055,2.29,9.6,,
21,水样,NYMY23082330,2023/8/25 12:00,,,,,,0.137,0.236,14.06 (T),21.3,,
21,水样,NYMY23082331,2023/8/25 11:05,,,,,,0.166,0.265,14.69 (T),18.7,,
21,水样,NYMY23082332,2023/8/24 20:05,,,,,,0.17,0.328,16.15 (T),23.8,,
21,水样,NYMY23082333,2023/8/24 12:00,,,,,,0.13,0.388,17.53 (T),30.2,,
21,水样,NYMY23082334,2023/8/24 10:31,,,,,,0.014,0.399,19.26 (T),31.8,,
21,水样,NYMY23082335,2023/8/23 17:17,,,,,,0.010 (L),0.169,10.04 (T),19.1,,
22,水样,NYMY23101323,2023/11/13 13:18,,,,,,0.010 (L),0.005,0.05 (L),3.0 (L),0.00 (L),
22,水样,NYMY23101322,2023/11/13 08:01,,,,,,0.010 (L),0.012,0.05 (L),3.0 (L),0.00 (L),
22,水样,NYMY23082344,2023/11/6 15:33,,,,,,0.010 (L),0.012,-0.44 (L),3.0 (L),-0.01 (L),
22,水样,NYMY23082345,2023/11/6 08:01,,,,,,0.033,0.013,-0.62 (L),3.0 (L),0.01,
22,水样,nymy23082346,2023/10/23 10:28,,,,,,0.010 (L),0.01,0.05 (L),6,0.04,
22,水样,nymy23082347,2023/10/23 08:01,,,,,,0.010 (L),0.012,0.07,6.5,0.04,
12,水样,nymy23082402,2023/9/7 08:00,,,,,,,0.706,,3.8,14.37 (T),
12,水样,NYMY23082413,2023/8/24 11:34,,,,,,0.010 (L),,11.88,38.9,10.84 (T),